Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/6/2024 8:45:25 AM,,,,
,,,,
,,,,
Alignment Name: massir asli d10,,,,
Description:,,,,
"Station Range: Start: 0+000.00, End: 21+556.62",,,,
,,,,
Point,Station,Offset,Elevation,Description
2973,17+939.98,11.392m,"1,187.380m",
2974,17+940.02,12.202m,"1,187.397m",
2975,17+940.08,12.870m,"1,187.392m",
2976,17+940.00,13.601m,"1,187.386m",
2977,17+939.99,14.194m,"1,187.351m",
2978,17+939.99,14.859m,"1,187.316m",
2979,17+920.02,8.752m,"1,186.517m",
2980,17+919.90,-14.818m,"1,187.183m",
2981,17+920.01,-14.177m,"1,187.167m",
2982,17+919.91,-13.580m,"1,187.211m",
2983,17+919.85,-12.679m,"1,187.181m",
2984,17+919.82,-11.746m,"1,187.113m",
2985,17+919.86,-10.596m,"1,187.104m",
2986,17+919.91,-9.507m,"1,187.054m",
2987,17+920.00,-8.959m,"1,186.948m",
2988,17+920.01,-8.686m,"1,186.816m",
2989,17+920.00,-7.993m,"1,186.831m",
2990,17+920.05,-6.511m,"1,186.732m",
2991,17+920.02,-5.578m,"1,186.728m",
2992,17+920.10,-5.030m,"1,186.690m",
2993,17+920.05,-4.248m,"1,186.698m",
2994,17+920.13,-3.640m,"1,186.683m",
2995,17+920.09,-2.919m,"1,186.687m",
2996,17+920.01,-2.170m,"1,186.695m",
2997,17+920.00,-1.144m,"1,186.642m",
2998,17+919.96,-0.543m,"1,186.610m",
2999,17+919.98,0.061m,"1,186.691m",
3000,17+919.99,0.846m,"1,186.818m",
3001,17+919.82,1.559m,"1,186.814m",
3002,17+919.99,2.264m,"1,186.790m",
3003,17+920.03,3.021m,"1,186.756m",
3004,17+920.03,3.533m,"1,186.748m",
3005,17+920.02,4.166m,"1,186.719m",
3006,17+920.14,5.019m,"1,186.740m",
3007,17+920.08,5.528m,"1,186.721m",
3008,17+919.90,6.421m,"1,186.742m",
3009,17+919.87,7.355m,"1,186.712m",
3010,17+919.89,8.020m,"1,186.578m",
3011,17+920.01,9.385m,"1,186.508m",
3012,17+919.88,10.403m,"1,186.436m",
3013,17+920.02,11.981m,"1,186.475m",
3014,17+920.19,13.017m,"1,186.448m",
3015,17+920.13,14.039m,"1,186.429m",
3016,17+919.98,14.845m,"1,186.385m",
3017,17+900.01,-14.769m,"1,186.348m",
3018,17+900.03,-12.850m,"1,186.419m",
3019,17+900.09,-11.389m,"1,186.415m",
3020,17+900.11,-9.969m,"1,186.383m",
3021,17+900.18,-8.660m,"1,186.402m",
3022,17+900.07,-8.131m,"1,186.380m",
3023,17+899.90,-6.761m,"1,186.326m",
3024,17+900.01,-5.413m,"1,186.256m",
3025,17+899.95,-3.921m,"1,186.199m",
3026,17+900.18,-2.180m,"1,186.106m",
3027,17+900.17,-1.376m,"1,186.020m",
3028,17+900.08,-0.653m,"1,186.008m",
3029,17+899.92,-0.012m,"1,186.019m",
3030,17+899.99,1.373m,"1,186.038m",
3031,17+899.99,1.871m,"1,186.019m",
3032,17+900.15,2.457m,"1,186.030m",
3033,17+900.01,3.368m,"1,186.021m",
3034,17+900.01,3.943m,"1,186.061m",
3035,17+900.03,4.289m,"1,185.953m",
3036,17+899.99,4.824m,"1,185.804m",
3037,17+899.87,5.506m,"1,185.693m",
3038,17+899.99,5.975m,"1,185.898m",
3039,17+899.96,6.432m,"1,185.949m",
3040,17+899.98,6.779m,"1,185.787m",
3041,17+899.95,7.736m,"1,185.778m",
3042,17+899.95,8.311m,"1,185.769m",
3043,17+900.00,8.851m,"1,185.771m",
3044,17+899.96,9.385m,"1,185.804m",
3045,17+899.97,9.884m,"1,185.716m",
3046,17+899.98,10.306m,"1,185.742m",
3047,17+899.95,10.764m,"1,185.850m",
3048,17+899.96,11.187m,"1,185.883m",
3049,17+899.96,11.762m,"1,185.843m",
3050,17+899.96,12.337m,"1,185.801m",
3051,17+899.94,12.719m,"1,185.778m",
3052,17+899.90,13.254m,"1,185.718m",
3053,17+900.06,14.261m,"1,185.710m",
3054,17+900.18,14.806m,"1,185.736m",
3055,17+880.01,-15.065m,"1,185.398m",
3056,17+879.92,-14.528m,"1,185.513m",
3057,17+879.96,-13.771m,"1,185.534m",
3058,17+879.95,-13.198m,"1,185.515m",
3059,17+880.00,-12.501m,"1,185.450m",
3060,17+880.11,-11.981m,"1,185.506m",
3061,17+880.05,-10.114m,"1,185.505m",
3062,17+880.05,-9.661m,"1,185.495m",
3063,17+880.05,-8.697m,"1,185.511m",
3064,17+880.07,-8.152m,"1,185.458m",
3065,17+880.05,-7.792m,"1,185.362m",
3066,17+880.10,-7.607m,"1,185.338m",
3067,17+880.08,-7.367m,"1,185.352m",
3068,17+880.00,-7.070m,"1,185.391m",
3069,17+880.04,-6.706m,"1,185.420m",
3070,17+879.96,-6.410m,"1,185.444m",
3071,17+880.02,-5.893m,"1,185.465m",
3072,17+879.88,-3.790m,"1,185.411m",
3073,17+879.87,-2.252m,"1,185.468m",
3074,17+879.89,-1.135m,"1,185.460m",
3075,17+880.08,-0.791m,"1,185.472m",
3076,17+880.02,-0.009m,"1,185.481m",
3077,17+879.92,1.160m,"1,185.428m",
3078,17+879.91,1.793m,"1,185.362m",
3079,17+879.98,2.582m,"1,185.341m",
3080,17+879.97,3.608m,"1,185.317m",
3081,17+879.96,5.085m,"1,185.305m",
3082,17+879.87,6.467m,"1,185.204m",
3083,17+879.98,7.620m,"1,185.181m",
3084,17+879.96,7.861m,"1,185.149m",
3085,17+879.99,8.346m,"1,185.145m",
3086,17+879.93,8.854m,"1,185.170m",
3087,17+879.93,9.247m,"1,185.167m",
3088,17+879.97,10.064m,"1,185.205m",
3089,17+879.96,10.697m,"1,185.199m",
3090,17+879.93,11.178m,"1,185.149m",
3091,17+879.99,11.634m,"1,184.891m",
3092,17+879.94,11.902m,"1,184.835m",
3093,17+879.95,12.174m,"1,184.819m",
3094,17+879.95,12.687m,"1,184.837m",
3095,17+879.84,13.524m,"1,184.931m",
3096,17+879.89,14.041m,"1,184.901m",
3097,17+879.99,14.862m,"1,184.952m",
3098,17+860.04,-14.923m,"1,184.695m",
3099,17+859.97,-14.294m,"1,184.674m",
3100,17+860.06,-13.806m,"1,184.641m",
3101,17+860.03,-13.445m,"1,184.638m",
3102,17+860.10,-12.596m,"1,184.647m",
3103,17+860.09,-12.416m,"1,184.676m",
3104,17+860.15,-12.019m,"1,184.737m",
3105,17+860.05,-11.423m,"1,184.774m",
3106,17+860.08,-10.033m,"1,184.714m",
3107,17+860.12,-9.216m,"1,184.707m",
3108,17+860.18,-7.462m,"1,184.723m",
3109,17+860.06,-6.444m,"1,184.758m",
3110,17+860.08,-5.327m,"1,184.749m",
3111,17+860.16,-4.265m,"1,184.740m",
3112,17+860.15,-3.301m,"1,184.733m",
3113,17+860.15,-2.728m,"1,184.755m",
3114,17+859.99,-2.135m,"1,184.641m",
3115,17+859.93,-1.686m,"1,184.578m",
3116,17+860.02,-0.745m,"1,184.607m",
3117,17+859.99,0.068m,"1,184.610m",
3118,17+859.90,1.117m,"1,184.532m",
3119,17+859.95,1.634m,"1,184.469m",
3120,17+859.93,2.387m,"1,184.369m",
3121,17+859.94,2.720m,"1,184.277m",
3122,17+860.02,2.876m,"1,184.208m",
3123,17+860.01,3.116m,"1,184.312m",
3124,17+859.98,3.476m,"1,184.395m",
3125,17+859.93,3.865m,"1,184.332m",
3126,17+860.00,4.534m,"1,184.438m",
3127,17+859.97,5.467m,"1,184.541m",
3128,17+860.02,6.556m,"1,184.532m",
3129,17+860.05,7.554m,"1,184.509m",
3130,17+860.12,8.735m,"1,184.443m",
3131,17+859.71,11.756m,"1,184.369m",
3132,17+860.00,11.563m,"1,184.373m",
3133,17+859.99,12.588m,"1,184.350m",
3134,17+859.99,13.553m,"1,184.342m",
3135,17+860.01,15.123m,"1,184.461m",
3136,17+840.05,-14.837m,"1,183.844m",
3137,17+839.86,-14.159m,"1,183.763m",
3138,17+840.00,-13.421m,"1,183.700m",
3139,17+840.01,-12.922m,"1,183.680m",
3140,17+840.13,-11.955m,"1,183.818m",
3141,17+840.14,-11.380m,"1,183.798m",
3142,17+840.12,-10.576m,"1,183.806m",
3143,17+840.05,-10.006m,"1,183.815m",
3144,17+840.04,-9.354m,"1,183.867m",
3145,17+840.14,-8.005m,"1,183.877m",
3146,17+839.97,-7.058m,"1,183.898m",
3147,17+840.03,-6.249m,"1,183.934m",
3148,17+840.03,-5.098m,"1,183.883m",
3149,17+839.99,-3.913m,"1,183.868m",
3150,17+840.05,-3.103m,"1,184.028m",
3151,17+840.14,-2.024m,"1,183.987m",
3152,17+839.92,-0.965m,"1,183.877m",
3153,17+840.04,0.079m,"1,183.928m",
3154,17+840.03,1.458m,"1,183.840m",
3155,17+839.97,2.374m,"1,183.761m",
3156,17+839.61,3.693m,"1,183.705m",
3157,17+839.84,4.858m,"1,183.648m",
3158,17+839.89,5.897m,"1,183.628m",
3159,17+839.85,7.006m,"1,183.648m",
3160,17+839.80,7.770m,"1,183.701m",
3161,17+840.05,8.706m,"1,183.651m",
3162,17+839.93,9.388m,"1,183.600m",
3163,17+839.93,9.964m,"1,183.515m",
3164,17+839.95,10.233m,"1,183.452m",
3165,17+839.99,10.773m,"1,183.324m",
3166,17+839.89,11.226m,"1,183.407m",
3167,17+839.87,12.606m,"1,183.472m",
3168,17+839.83,14.367m,"1,183.411m",
3169,17+839.96,14.836m,"1,183.463m",
3170,17+819.99,-14.974m,"1,182.848m",
3171,17+820.04,-14.662m,"1,182.832m",
3172,17+820.10,-14.136m,"1,182.833m",
3173,17+820.08,-13.449m,"1,182.812m",
3174,17+820.11,-12.450m,"1,182.777m",
3175,17+820.09,-12.261m,"1,182.728m",
3176,17+819.98,-11.983m,"1,182.797m",
3177,17+820.09,-11.811m,"1,182.952m",
3178,17+819.97,-11.035m,"1,182.971m",
3179,17+820.02,-9.298m,"1,183.053m",
3180,17+820.00,-8.208m,"1,183.044m",
3181,17+820.10,-6.113m,"1,182.851m",
3182,17+820.13,-5.565m,"1,182.830m",
3183,17+820.03,-5.120m,"1,182.797m",
3184,17+819.93,-4.581m,"1,182.806m",
3185,17+820.03,-3.695m,"1,182.814m",
3186,17+819.99,-3.081m,"1,182.824m",
3187,17+819.90,-2.066m,"1,182.888m",
3188,17+820.11,-0.913m,"1,182.968m",
3189,17+820.05,0.032m,"1,182.917m",
3190,17+820.04,1.243m,"1,182.900m",
3191,17+820.11,2.339m,"1,182.898m",
3192,17+820.05,2.976m,"1,182.863m",
3193,17+819.84,3.556m,"1,182.820m",
3194,17+819.82,3.934m,"1,182.780m",
3195,17+819.91,4.438m,"1,182.764m",
3196,17+820.04,4.993m,"1,182.786m",
3197,17+820.14,6.329m,"1,182.895m",
3198,17+820.05,7.249m,"1,182.887m",
3199,17+819.92,8.167m,"1,182.757m",
3200,17+820.19,9.133m,"1,182.666m",
3201,17+820.13,10.388m,"1,182.714m",
3202,17+819.97,11.825m,"1,182.670m",
3203,17+819.97,12.846m,"1,182.708m",
3204,17+820.01,13.751m,"1,182.743m",
3205,17+819.98,15.244m,"1,182.629m",
3206,17+800.03,-14.970m,"1,182.161m",
3207,17+800.01,-14.734m,"1,182.151m",
3208,17+800.03,-14.614m,"1,182.143m",
3209,17+800.04,-14.138m,"1,182.142m",
3210,17+799.96,-13.621m,"1,182.181m",
3211,17+799.98,-13.240m,"1,182.191m",
3212,17+800.03,-12.786m,"1,182.157m",
3213,17+800.04,-12.667m,"1,182.143m",
3214,17+800.16,-12.232m,"1,182.112m",
3215,17+800.05,-11.646m,"1,182.149m",
3216,17+800.01,-11.125m,"1,182.158m",
3217,17+800.07,-10.243m,"1,182.130m",
3218,17+800.11,-9.648m,"1,182.162m",
3219,17+800.11,-8.935m,"1,182.200m",
3220,17+799.97,-6.855m,"1,182.168m",
3221,17+799.77,-5.658m,"1,182.111m",
3222,17+800.06,-4.927m,"1,182.108m",
3223,17+799.91,-4.438m,"1,182.095m",
3224,17+799.95,-4.032m,"1,182.044m",
3225,17+799.97,-3.603m,"1,182.033m",
3226,17+799.95,-3.225m,"1,182.005m",
3227,17+799.98,-2.724m,"1,181.968m",
3228,17+800.03,-2.317m,"1,181.954m",
3229,17+799.89,-1.662m,"1,181.972m",
3230,17+799.93,-1.160m,"1,181.973m",
3231,17+800.03,-0.846m,"1,181.962m",
3232,17+800.00,-7.869m,"1,182.191m",
3233,17+800.00,0.009m,"1,181.967m",
3234,17+799.99,0.395m,"1,181.931m",
3235,17+800.01,0.755m,"1,181.912m",
3236,17+800.00,0.996m,"1,181.948m",
3237,17+800.00,1.248m,"1,182.011m",
3238,17+800.00,1.742m,"1,182.038m",
3239,17+800.01,2.193m,"1,182.065m",
3240,17+799.99,2.543m,"1,182.065m",
3241,17+800.00,2.808m,"1,182.053m",
3242,17+799.91,2.902m,"1,182.032m",
3243,17+800.01,3.660m,"1,181.963m",
3244,17+800.00,4.340m,"1,181.943m",
3245,17+800.00,5.206m,"1,181.938m",
3246,17+800.05,5.863m,"1,181.942m",
3247,17+800.09,6.632m,"1,181.880m",
3248,17+799.99,7.111m,"1,181.893m",
3249,17+799.96,7.483m,"1,181.887m",
3250,17+800.05,8.142m,"1,181.909m",
3251,17+800.08,8.779m,"1,181.916m",
3252,17+800.14,9.251m,"1,181.968m",
3253,17+800.14,9.959m,"1,182.001m",
3254,17+799.98,11.537m,"1,181.987m",
3255,17+799.97,13.123m,"1,181.968m",
3256,17+799.95,14.224m,"1,181.927m",
3257,17+800.05,15.015m,"1,181.934m",
3258,17+780.09,-14.936m,"1,181.421m",
3259,17+780.07,-14.630m,"1,181.336m",
3260,17+780.05,-14.325m,"1,181.292m",
3261,17+780.00,-14.136m,"1,181.278m",
3262,17+780.15,-12.976m,"1,181.313m",
3263,17+780.14,-12.747m,"1,181.284m",
3264,17+780.06,-12.101m,"1,181.244m",
3265,17+780.03,-11.718m,"1,181.240m",
3266,17+780.17,-10.980m,"1,181.339m",
3267,17+780.22,-10.441m,"1,181.409m",
3268,17+780.13,-9.642m,"1,181.417m",
3269,17+779.95,-9.270m,"1,181.442m",
3270,17+780.00,-8.308m,"1,181.421m",
3271,17+780.02,-7.463m,"1,181.223m",
3272,17+780.14,-6.267m,"1,181.358m",
3273,17+780.08,-4.852m,"1,181.442m",
3274,17+780.06,-3.971m,"1,181.502m",
3275,17+780.06,-3.396m,"1,181.497m",
3276,17+779.96,-3.019m,"1,181.488m",
3277,17+780.14,-2.164m,"1,181.443m",
3278,17+779.93,-1.411m,"1,181.392m",
3279,17+780.02,-0.983m,"1,181.389m",
3280,17+779.91,-0.454m,"1,181.398m",
3281,17+780.07,0.056m,"1,181.395m",
3282,17+779.98,0.689m,"1,181.364m",
3283,17+780.03,1.943m,"1,181.379m",
3284,17+780.04,2.878m,"1,181.298m",
3285,17+780.05,3.327m,"1,181.309m",
3286,17+779.97,3.677m,"1,181.280m",
3287,17+779.92,3.860m,"1,181.290m",
3288,17+779.88,4.455m,"1,181.357m",
3289,17+779.99,5.060m,"1,181.297m",
3290,17+780.02,5.566m,"1,181.261m",
3291,17+780.00,6.032m,"1,181.250m",
3292,17+779.94,6.402m,"1,181.240m",
3293,17+779.88,7.014m,"1,181.204m",
3294,17+779.85,7.778m,"1,181.138m",
3295,17+779.93,8.343m,"1,181.215m",
3296,17+779.77,9.249m,"1,181.082m",
3297,17+780.04,9.789m,"1,181.138m",
3298,17+780.15,10.599m,"1,181.190m",
3299,17+779.94,11.314m,"1,181.153m",
3300,17+780.05,12.442m,"1,181.146m",
3301,17+779.95,13.369m,"1,181.270m",
3302,17+779.87,14.354m,"1,181.010m",
3303,17+780.06,15.169m,"1,180.930m",
3304,17+760.07,-14.949m,"1,180.847m",
3305,17+760.05,-14.666m,"1,180.834m",
3306,17+760.00,-13.102m,"1,180.642m",
3307,17+760.00,-12.794m,"1,180.490m",
3308,17+760.09,-11.981m,"1,180.541m",
3309,17+760.04,-11.177m,"1,180.493m",
3310,17+760.02,-10.894m,"1,180.426m",
3311,17+760.04,-9.753m,"1,180.424m",
3312,17+760.05,-9.135m,"1,180.430m",
3313,17+760.02,-8.757m,"1,180.426m",
3314,17+760.09,-8.325m,"1,180.408m",
3315,17+760.04,-7.925m,"1,180.375m",
3316,17+760.04,-6.951m,"1,180.392m",
3317,17+760.03,-6.715m,"1,180.431m",
3318,17+760.02,-4.793m,"1,180.629m",
3319,17+759.87,-3.544m,"1,180.707m",
3320,17+760.06,-2.772m,"1,180.746m",
3321,17+760.15,-1.604m,"1,180.633m",
3322,17+760.06,-1.442m,"1,180.559m",
3323,17+760.05,-0.850m,"1,180.574m",
3324,17+759.98,-0.570m,"1,180.565m",
3325,17+759.97,0.023m,"1,180.546m",
3326,17+759.95,0.663m,"1,180.614m",
3327,17+759.99,1.567m,"1,180.681m",
3328,17+760.08,1.976m,"1,180.691m",
3329,17+760.00,2.802m,"1,180.663m",
3330,17+760.08,2.997m,"1,180.598m",
3331,17+760.03,3.042m,"1,180.595m",
3332,17+760.19,3.527m,"1,180.563m",
3333,17+760.12,3.855m,"1,180.699m",
3334,17+759.96,4.176m,"1,180.730m",
3335,17+760.02,5.818m,"1,180.617m",
3336,17+760.00,6.411m,"1,180.611m",
3337,17+759.96,7.382m,"1,180.588m",
3338,17+759.82,7.775m,"1,180.592m",
3339,17+759.89,8.468m,"1,180.564m",
3340,17+759.93,9.682m,"1,180.569m",
3341,17+760.11,10.192m,"1,180.519m",
3342,17+759.99,10.968m,"1,180.470m",
3343,17+759.79,12.165m,"1,180.489m",
3344,17+760.07,13.085m,"1,180.368m",
3345,17+759.92,13.929m,"1,180.315m",
3346,17+759.97,14.242m,"1,180.333m",
3347,17+760.00,14.885m,"1,180.381m",
3348,17+740.00,-14.860m,"1,179.766m",
3349,17+740.05,-13.770m,"1,179.794m",
3350,17+740.23,-13.246m,"1,179.923m",
3351,17+740.01,-11.751m,"1,180.000m",
3352,17+740.07,-9.425m,"1,180.074m",
3353,17+739.88,-7.566m,"1,179.693m",
3354,17+740.02,-6.381m,"1,179.607m",
3355,17+739.98,-5.387m,"1,179.617m",
3356,17+740.05,-3.573m,"1,179.593m",
3357,17+740.06,-1.943m,"1,179.737m",
3358,17+739.92,-0.745m,"1,179.730m",
3359,17+740.02,0.015m,"1,179.643m",
3360,17+739.98,1.129m,"1,179.709m",
3361,17+739.86,2.539m,"1,179.778m",
3362,17+740.02,3.364m,"1,179.779m",
3363,17+740.01,3.877m,"1,179.650m",
3364,17+740.21,5.006m,"1,179.731m",
3365,17+740.31,5.826m,"1,179.643m",
3366,17+740.24,6.395m,"1,179.601m",
3367,17+740.11,7.020m,"1,179.801m",
3368,17+739.98,8.038m,"1,179.882m",
3369,17+739.91,9.512m,"1,179.869m",
3370,17+739.99,11.599m,"1,179.749m",
3371,17+740.00,13.802m,"1,179.568m",
3372,17+739.87,14.879m,"1,179.603m",
3373,17+719.99,-15.002m,"1,179.124m",
3374,17+719.98,-13.976m,"1,179.093m",
3375,17+719.90,-12.714m,"1,179.100m",
3376,17+719.98,-12.106m,"1,179.065m",
3377,17+720.00,-11.441m,"1,179.134m",
3378,17+720.00,-11.049m,"1,179.101m",
3379,17+720.15,-10.043m,"1,179.123m",
3380,17+720.13,-9.351m,"1,179.068m",
3381,17+720.21,-8.621m,"1,179.066m",
3382,17+720.08,-7.604m,"1,178.959m",
3383,17+719.86,-7.075m,"1,178.964m",
3384,17+719.96,-6.194m,"1,179.043m",
3385,17+719.96,-5.742m,"1,179.087m",
3386,17+719.78,-4.848m,"1,179.122m",
3387,17+719.82,-3.698m,"1,179.131m",
3388,17+720.27,-1.769m,"1,179.061m",
3389,17+719.97,-1.276m,"1,178.856m",
3390,17+720.05,-0.667m,"1,178.809m",
3391,17+720.00,0.054m,"1,178.952m",
3392,17+719.93,0.623m,"1,178.753m",
3393,17+719.87,1.192m,"1,178.877m",
3394,17+719.86,1.764m,"1,178.847m",
3395,17+719.95,2.193m,"1,178.859m",
3396,17+719.85,2.850m,"1,178.882m",
3397,17+720.00,4.700m,"1,178.881m",
3398,17+719.61,5.549m,"1,178.859m",
3399,17+719.87,6.742m,"1,178.841m",
3400,17+719.87,7.980m,"1,178.889m",
3401,17+719.74,8.725m,"1,178.832m",
3402,17+719.95,10.067m,"1,178.972m",
3403,17+720.06,11.100m,"1,179.023m",
3404,17+719.93,12.178m,"1,178.969m",
3405,17+719.94,13.415m,"1,178.899m",
3406,17+720.13,14.212m,"1,178.899m",
3407,17+720.06,14.841m,"1,178.918m",
3408,17+699.96,-14.997m,"1,178.441m",
3409,17+700.08,-14.159m,"1,178.352m",
3410,17+700.24,-12.653m,"1,178.222m",
3411,17+700.10,-11.641m,"1,178.213m",
3412,17+699.95,-10.084m,"1,178.214m",
3413,17+700.10,-9.054m,"1,178.177m",
3414,17+699.96,-8.351m,"1,178.185m",
3415,17+699.86,-8.001m,"1,178.209m",
3416,17+700.11,-7.368m,"1,178.264m",
3417,17+700.05,-6.114m,"1,178.249m",
3418,17+700.15,-4.778m,"1,178.231m",
3419,17+700.18,-3.470m,"1,178.235m",
3420,17+700.13,-2.263m,"1,178.162m",
3421,17+700.01,-1.844m,"1,178.144m",
3422,17+699.91,-1.138m,"1,178.206m",
3423,17+699.96,-0.779m,"1,178.226m",
3424,17+700.01,-0.016m,"1,178.204m",
3425,17+700.05,1.055m,"1,178.191m",
3426,17+699.95,1.856m,"1,178.175m",
3427,17+700.15,2.581m,"1,178.199m",
3428,17+700.07,3.312m,"1,178.202m",
3429,17+700.04,3.879m,"1,178.219m",
3430,17+699.91,4.749m,"1,178.180m",
3431,17+699.91,5.461m,"1,178.145m",
3432,17+699.96,5.773m,"1,178.085m",
3433,17+699.94,6.010m,"1,178.026m",
3434,17+700.03,7.226m,"1,178.057m",
3435,17+700.12,7.374m,"1,178.057m",
3436,17+700.00,7.651m,"1,178.054m",
3437,17+700.00,9.123m,"1,178.059m",
3438,17+700.07,9.602m,"1,178.053m",
3439,17+699.97,10.308m,"1,178.061m",
3440,17+699.96,11.256m,"1,178.068m",
3441,17+700.12,12.715m,"1,178.013m",
3442,17+700.17,13.384m,"1,178.096m",
3443,17+680.01,-14.938m,"1,177.583m",
3444,17+680.00,-14.132m,"1,177.559m",
3445,17+679.99,-13.539m,"1,177.591m",
3446,17+680.01,-12.446m,"1,177.680m",
3447,17+679.97,-10.810m,"1,177.696m",
3448,17+679.91,-10.221m,"1,177.647m",
3449,17+679.92,-9.294m,"1,177.566m",
3450,17+680.06,-8.075m,"1,177.556m",
3451,17+679.96,-6.965m,"1,177.528m",
3452,17+680.09,-5.699m,"1,177.401m",
3453,17+680.05,-5.393m,"1,177.253m",
3454,17+679.99,-5.207m,"1,177.255m",
3455,17+680.06,-4.514m,"1,177.438m",
3456,17+680.17,-3.984m,"1,177.496m",
3457,17+679.92,-2.387m,"1,177.493m",
3458,17+679.87,-1.274m,"1,177.455m",
3459,17+680.01,-0.505m,"1,177.500m",
3460,17+679.97,0.109m,"1,177.503m",
3461,17+679.96,0.655m,"1,177.480m",
3462,17+679.90,1.197m,"1,177.400m",
3463,17+679.96,1.817m,"1,177.287m",
3464,17+680.37,2.794m,"1,177.291m",
3465,17+679.96,2.483m,"1,177.247m",
3466,17+679.86,3.283m,"1,177.297m",
3467,17+679.88,4.020m,"1,177.315m",
3468,17+679.90,4.449m,"1,177.348m",
3469,17+680.04,4.861m,"1,177.198m",
3470,17+679.88,5.136m,"1,177.195m",
3471,17+679.95,5.520m,"1,177.192m",
3472,17+679.93,5.804m,"1,177.200m",
3473,17+680.06,7.878m,"1,177.336m",
3474,17+680.08,9.683m,"1,177.383m",
3475,17+680.08,10.395m,"1,177.419m",
3476,17+679.81,11.660m,"1,177.421m",
3477,17+680.00,13.500m,"1,177.378m",
3478,17+680.13,14.410m,"1,177.400m",
3479,17+680.01,14.829m,"1,177.360m",
3480,17+670.65,-14.355m,"1,177.211m",
3481,17+670.65,-13.204m,"1,177.276m",
3482,17+670.64,-11.901m,"1,177.137m",
3483,17+670.63,-10.023m,"1,177.139m",
3484,17+670.32,-8.740m,"1,177.197m",
3485,17+670.28,-7.553m,"1,177.081m",
3486,17+670.09,-5.802m,"1,177.172m",
3487,17+670.09,-4.575m,"1,176.911m",
3488,17+670.16,-3.919m,"1,177.024m",
3489,17+670.20,-2.728m,"1,177.103m",
3490,17+670.15,-1.465m,"1,177.126m",
3491,17+669.90,-0.599m,"1,177.054m",
3492,17+669.63,0.073m,"1,177.003m",
3493,17+669.57,0.989m,"1,177.113m",
3494,17+669.36,3.045m,"1,177.021m",
3495,17+669.56,5.168m,"1,176.999m",
3496,17+669.49,5.662m,"1,176.807m",
3497,17+669.55,5.972m,"1,176.762m",
3498,17+669.38,6.843m,"1,176.739m",
3499,17+669.41,7.535m,"1,176.807m",
3500,17+669.22,8.060m,"1,176.772m",
3501,17+669.05,10.081m,"1,177.065m",
3502,17+669.11,11.465m,"1,176.906m",
3503,17+668.98,12.377m,"1,176.765m",
3504,17+668.96,13.181m,"1,176.935m",
3505,17+668.99,13.950m,"1,176.899m",
3506,17+670.02,-5.068m,"1,177.018m",
3507,17+660.01,-14.937m,"1,176.852m",
3508,17+659.97,-14.326m,"1,176.802m",
3509,17+660.13,-13.165m,"1,176.853m",
3510,17+660.02,-12.636m,"1,176.848m",
3511,17+660.02,-12.137m,"1,176.844m",
3512,17+660.11,-11.058m,"1,176.850m",
3513,17+660.15,-10.518m,"1,176.797m",
3514,17+659.84,-9.887m,"1,176.735m",
3515,17+660.04,-9.490m,"1,176.563m",
3516,17+660.05,-8.991m,"1,176.546m",
3517,17+659.90,-8.502m,"1,176.568m",
3518,17+659.84,-8.161m,"1,176.515m",
3519,17+659.69,-7.672m,"1,176.613m",
3520,17+659.76,-6.364m,"1,176.692m",
3521,17+660.16,-5.418m,"1,176.700m",
3522,17+660.18,-4.573m,"1,176.738m",
3523,17+660.07,-4.043m,"1,176.734m",
3524,17+659.97,-3.092m,"1,176.725m",
3525,17+660.04,-1.783m,"1,176.714m",
3526,17+660.03,-1.132m,"1,176.570m",
3527,17+660.03,-0.480m,"1,176.624m",
3528,17+660.11,0.100m,"1,176.625m",
3529,17+660.03,0.657m,"1,176.620m",
3530,17+660.17,1.607m,"1,176.569m",
3531,17+660.12,2.456m,"1,176.546m",
3532,17+660.06,2.892m,"1,176.486m",
3533,17+660.03,3.831m,"1,176.467m",
3534,17+660.00,4.108m,"1,176.480m",
3535,17+660.00,4.432m,"1,176.426m",
3536,17+659.97,5.121m,"1,176.450m",
3537,17+660.00,5.460m,"1,176.466m",
3538,17+659.95,5.913m,"1,176.472m",
3539,17+659.96,6.428m,"1,176.410m",
3540,17+659.93,7.587m,"1,176.373m",
3541,17+660.05,8.226m,"1,176.380m",
3542,17+660.11,9.141m,"1,176.372m",
3543,17+660.12,9.627m,"1,176.508m",
3544,17+659.98,10.250m,"1,176.638m",
3545,17+660.00,10.722m,"1,176.640m",
3546,17+659.97,11.307m,"1,176.638m",
3547,17+660.02,12.031m,"1,176.689m",
3548,17+660.22,13.014m,"1,176.372m",
3549,17+659.96,12.747m,"1,176.326m",
3550,17+659.96,13.629m,"1,176.416m",
3551,17+660.00,14.145m,"1,176.516m",
3552,17+659.98,14.746m,"1,176.548m",
3553,17+659.97,14.776m,"1,176.547m",
3554,17+659.98,8.560m,"1,176.350m",
3555,17+639.92,-15.131m,"1,175.857m",
3556,17+639.98,-13.892m,"1,176.066m",
3557,17+639.90,-12.212m,"1,176.142m",
3558,17+640.00,-10.567m,"1,176.070m",
3559,17+639.94,-8.815m,"1,176.055m",
3560,17+639.89,-7.347m,"1,176.014m",
